Symbol,Name,LastSale,MarketCap,Sector,Industry
WINS,Wins Finance Holdings Inc.,11.83,254661417,Finance,Business Services
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,12.09,254817955.9,n/a,n/a
HQL,Tekla Life Sciences Investors,16.68,254993431.7,n/a,n/a
FBNK,"First Connecticut Bancorp, Inc.",16.22,255268137.9,Finance,Banks
LINE,"Linn Energy, LLC",0.72,255628667.5,Energy,Oil & Gas Production
NNA,Navios Maritime Acquisition Corporation,1.7,256246188.4,Transportation,Marine Transportation
SFE,"Safeguard Scientifics, Inc.",12.7,256311069.8,Finance,Finance/Investors Services
HIVE,"Aerohive Networks, Inc.",5.25,257371453.5,Technology,EDP Services
NCOM,National Commerce Corporation,23.73,257743086.5,Finance,Major Banks
FFA,First Trust,12.909,257833574.1,n/a,n/a
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.38,257900126.5,n/a,n/a
PFSI,"PennyMac Financial Services, Inc.",11.71,258036196.8,Finance,Finance: Consumer Services
AMSWA,"American Software, Inc.",8.95,258195999.3,Technology,Computer Software: Prepackaged Software
VNR,Vanguard Natural Resources LLC,1.98,258352932.4,Energy,Oil & Gas Production
ECR,Eclipse Resources Corporation,1.16,258601058.5,Energy,Oil & Gas Production
BBX,BBX Capital Corporation,15.81,259192143.9,Finance,Savings Institutions
HCOM,"Hawaiian Telcom Holdco, Inc.",22.64,259599250.7,Consumer Services,Telecommunications Equipment
VTL,"Vital Therapies, Inc.",8.52,259640891.2,Health Care,Major Pharmaceuticals
CCNE,CNB Financial Corporation,17.98,259962571.4,Finance,Major Banks
DXPE,"DXP Enterprises, Inc.",18.07,260496415.3,Capital Goods,Industrial Machinery/Components
EXAC,"Exactech, Inc.",18.6,260917247.4,Health Care,Industrial Specialties
GUT,Gabelli Utility Trust (The),6.28,262225657.8,n/a,n/a
TRTL,Terrapin 3 Acquisition Corporation,9.88,262746250,Finance,Business Services
MBUU,"Malibu Boats, Inc.",14.62,262783198.7,Capital Goods,Marine Transportation
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.47,263631230.7,n/a,n/a
REIS,"Reis, Inc",23.33,263834910.6,Miscellaneous,Business Services
BOOT,"Boot Barn Holdings, Inc.",10.02,264024374.8,Consumer Services,Clothing/Shoe/Accessory Stores
ZF,"Zweig Fund, Inc. (The)",12.78,264234078.5,n/a,n/a
DJCO,Daily Journal Corp. (S.C.),191.4,264274784.4,Consumer Services,Newspapers/Magazines
SQBG,"Sequential Brands Group, Inc.",6.49,264642788.4,Consumer Non-Durables,Apparel
PZC,PIMCO California Municipal Income Fund III,12.03,265485161.8,n/a,n/a
KEYW,The KEYW Holding Corporation,6.65,265565522.3,Technology,EDP Services
CWST,"Casella Waste Systems, Inc.",6.47,265610393.2,Public Utilities,Environmental Services
LXU,Lsb Industries Inc.,11.32,265695795.2,Basic Industries,Major Chemicals
PGC,Peapack-Gladstone Financial Corporation,16.81,265747188.8,Finance,Commercial Banks
BME,Blackrock Health Sciences Trust,34.36,265844969.3,n/a,n/a
ADMS,"Adamas Pharmaceuticals, Inc.",12.42,266001860,Health Care,Major Pharmaceuticals
PKD,Parker Drilling Company,2.16,266124366,Energy,Oil & Gas Production
NVEC,NVE Corporation,54.94,266175784.3,Technology,Semiconductors
KTOS,"Kratos Defense & Security Solutions, Inc.",4.47,266337547.7,Capital Goods,Military/Government/Technical
WEYS,"Weyco Group, Inc.",24.92,266502255,Consumer Non-Durables,Apparel
PUB,People&#39;s Utah Bancorp,15.22,266736862,Finance,Major Banks
I,Intelsat S.A.,2.48,266925361.1,Consumer Services,Telecommunications Equipment
XBIT,XBiotech Inc.,8.3,267131059.5,Health Care,Major Pharmaceuticals
DXLG,"Destination XL Group, Inc.",5.26,267274707.3,Consumer Services,Clothing/Shoe/Accessory Stores
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",17.52,267616493.3,n/a,n/a
ELOS,Syneron Medical Ltd.,7.33,267745908,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AVHI,"A V Homes, Inc.",11.83,267928395.3,Capital Goods,Homebuilding
EXK,Endeavour Silver Corporation,2.6,267952939.8,Basic Industries,Precious Metals
TRUP,"Trupanion, Inc.",9.49,269501575.2,Health Care,Medical Specialities
LYTS,LSI Industries Inc.,10.92,269605310.5,Consumer Durables,Building Products
QURE,uniQure N.V.,11.14,269717168.3,Health Care,Major Pharmaceuticals
RDIB,Reading International Inc,12,269791260,Consumer Services,Movies/Entertainment
CGI,"Celadon Group, Inc.",9.71,270664259.5,Transportation,Trucking Freight/Courier Services
WIFI,"Boingo Wireless, Inc.",7.23,270717235.2,Consumer Services,Telecommunications Equipment
KMG,"KMG Chemicals, Inc.",23.08,270739893.8,Basic Industries,Major Chemicals
SWZ,"Swiss Helvetia Fund, Inc. (The)",10.2,270885367.8,n/a,n/a
TITN,Titan Machinery Inc.,12.56,270972366.5,Consumer Services,Other Specialty Stores
NCA,"Nuveen California Municipal Value Fund, Inc.",10.75,271757645.8,n/a,n/a
NVTA,Invitae Corporation,8.5,271800258.5,Health Care,Medical Specialities
JOF,Japan Smaller Capitalization Fund Inc,9.62,272572050.7,n/a,n/a
EXAR,Exar Corporation,5.63,273160117.7,Technology,Semiconductors
SEMI,SunEdison Semiconductor Limited,6.52,273708661.1,Technology,Semiconductors
HNH,Handy & Harman Ltd.,22.46,274192039.4,Capital Goods,Industrial Specialties
QCRH,"QCR Holdings, Inc.",23.22,274274895.4,Finance,Major Banks
HLIT,Harmonic Inc.,3.15,274278882.2,Technology,Radio And Television Broadcasting And Communications Equipment
FIF,First Trust Energy Infrastructure Fund,15.66,274836695.8,n/a,n/a
ECOM          ,ChannelAdvisor Corporation,10.89,274898099.5,Technology,Computer Software: Prepackaged Software
IHC,Independence Holding Company,15.94,275176332.5,Finance,Life Insurance
PRTK,"Paratek Pharmaceuticals, Inc. ",15.63,275222652.5,Health Care,Major Pharmaceuticals
XNPT,"XenoPort, Inc.",4.34,275399391.5,Health Care,Major Pharmaceuticals
APTS,"Preferred Apartment Communities, Inc.",11.97,275652413.8,Consumer Services,Real Estate Investment Trusts
MTSN,"Mattson Technology, Inc.",3.65,275947825.6,Technology,Industrial Machinery/Components
CGEN,Compugen Ltd.,5.46,276124452.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADXS,"Advaxis, Inc.",8.1,276221080.8,Health Care,Major Pharmaceuticals
NGS,"Natural Gas Services Group, Inc.",21.68,277269791,Energy,Oilfield Services/Equipment
KPTI,Karyopharm Therapeutics Inc.,7.76,277281972.9,Health Care,Major Pharmaceuticals
LXFR,Luxfer Holdings PLC,10.29,277374595.5,Basic Industries,Major Chemicals
PHD,Pioneer Floating Rate Trust,11.23,277809694,n/a,n/a
EHI,Western Asset Global High Income Fund Inc,8.95,277926587.5,n/a,n/a
OMED,"OncoMed Pharmaceuticals, Inc.",9.18,277934203.3,Health Care,Major Pharmaceuticals
RDI,Reading International Inc,11.93,278242853.2,Consumer Services,Movies/Entertainment
FC,Franklin Covey Company,17.15,278397785.1,Consumer Services,Other Consumer Services
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),16.25,278790135,n/a,n/a
PFIS,Peoples Financial Services Corp. ,37.7,279071950.3,Finance,Major Banks
RAS,RAIT Financial Trust,3.05,279511384.9,Consumer Services,Real Estate Investment Trusts
NPF,"Nuveen Premier Municipal Income Fund, Inc.",14.06,279632563.1,n/a,n/a
LNDC,Landec Corporation,10.35,279792957.6,Basic Industries,Major Chemicals
FSB,"Franklin Financial Network, Inc.",26.62,280193601.6,Finance,Major Banks
JP,Jupai Holdings Limited,9.5745,280532850,Consumer Services,Other Consumer Services
NXRT,"NexPoint Residential Trust, Inc.",13.25,282143181.3,Consumer Services,Real Estate Investment Trusts
JIVE,"Jive Software, Inc.",3.69,282389486,Technology,EDP Services
VYGR,"Voyager Therapeutics, Inc.",10.56,282471974.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CTRN,"Citi Trends, Inc.",18.62,282520980.7,Consumer Services,Clothing/Shoe/Accessory Stores
NCT,Newcastle Investment Corporation,4.24,282615495.5,Consumer Services,Real Estate Investment Trusts
BV,"Bazaarvoice, Inc.",3.47,282714200.5,Technology,Computer Software: Prepackaged Software
MPX,Marine Products Corporation,7.37,282816158.9,Capital Goods,Marine Transportation
UCFC,United Community Financial Corp.,5.94,282951300.1,Finance,Banks
PGNX,Progenics Pharmaceuticals Inc.,4.05,283282583.9,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",7.19,284033961.3,Miscellaneous,Industrial Machinery/Components
NDRM,NeuroDerm Ltd.,13.2,284287581.6,Health Care,Major Pharmaceuticals
IMPR,"Imprivata, Inc.",11.35,284998999.4,Technology,Computer Software: Prepackaged Software
PHII,"PHI, Inc.",18.3,285177391.2,Transportation,Transportation Services
PIM,Putnam Master Intermediate Income Trust,4.36,286411120.6,n/a,n/a
SYUT,"Synutra International, Inc.",5.04,286457456.9,Consumer Non-Durables,Packaged Foods
PHT,Pioneer High Income Trust,9.88,286541014.8,n/a,n/a
STAA,STAAR Surgical Company,7.14,286741164.8,Health Care,Ophthalmic Goods
EMD,"Western Asset Emerging Markets Income Fund, Inc",10.02,286871447.7,n/a,n/a
TCS,Container Store (The),5.98,286962110.5,Consumer Services,Home Furnishings
NUO,Nuveen Ohio Quality Income Municipal Fund,15.51,287275522.1,n/a,n/a
FNHC,Federated National Holding Company,20.19,287321669.1,Finance,Property-Casualty Insurers
HBNC,Horizon Bancorp (IN),24.08,287512479,Finance,Major Banks
EOD,Wells Fargo Global Dividend Opportunity Fund,5.85,287590826.3,n/a,n/a
MWW,"Monster Worldwide, Inc.",3.2,287709334.4,Technology,Professional Services
DTEA,DAVIDsTEA Inc.,12.01,288143583.7,Consumer Non-Durables,Food Chains
CNCE,"Concert Pharmaceuticals, Inc.",12.99,288434467.5,Health Care,Major Pharmaceuticals
PBT,Permian Basin Royalty Trust,6.19,288508447.2,Energy,Oil & Gas Production
SCNB,Suffolk Bancorp,24.42,288577611.3,Finance,Major Banks
UMH,"UMH Properties, Inc.",10.65,288738582.6,Consumer Services,Real Estate Investment Trusts
NVMI,Nova Measuring Instruments Ltd.,10.66,288821368.4,Capital Goods,Electronic Components
MODN,"Model N, Inc.",10.68,288851376.1,Technology,"Computer Software: Programming, Data Processing"
TA,TravelCenters of America LLC,7.45,289050046.8,Consumer Durables,Automotive Aftermarket
KIRK,"Kirkland&#39;s, Inc.",16.99,289247903,Consumer Services,Other Specialty Stores
IESC,"Integrated Electrical Services, Inc.",13.48,289311992.7,Capital Goods,Engineering & Construction
SIGM,"Sigma Designs, Inc.",7.95,289792819.7,Technology,Semiconductors
TBK,"Triumph Bancorp, Inc.",16.09,289911052,Finance,Major Banks
AGFS,"AgroFresh Solutions, Inc.",5.82,290422626.9,Finance,Business Services
NILE,"Blue Nile, Inc.",25.06,290798294.9,Consumer Services,Consumer Specialties
HTF,Horizon Technology Finance Corporation,25.25,291359346,n/a,n/a
JMG,"Journal Media Group, Inc.",11.98,292402245.3,Consumer Services,Newspapers/Magazines
LMOS,Lumos Networks Corp.,12.62,292926921.5,Public Utilities,Telecommunications Equipment
AHP,"Ashford Hospitality Prime, Inc.",10.29,292966631.2,Consumer Services,Real Estate Investment Trusts
BBG,Bill Barrett Corporation,5.88,293145618.4,Energy,Oil & Gas Production
WTBA,West Bancorporation,18.25,293291589,Finance,Major Banks
AERI,"Aerie Pharmaceuticals, Inc.",11.09,294016771.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VTN,Invesco Trust  for Investment Grade New York Municipal,15.11,294029388.4,n/a,n/a
CLNE,Clean Energy Fuels Corp.,3.02,294029739.8,Public Utilities,Natural Gas Distribution
NVCN,Neovasc Inc.,4.4,294081678,Health Care,Medical/Dental Instruments
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,53.59,294745000,n/a,n/a
BZH,"Beazer Homes USA, Inc.",8.91,294854094.8,Capital Goods,Homebuilding
ENTL,"Entellus Medical, Inc.",15.69,294874000.3,Health Care,Medical/Dental Instruments
NUM,Nuveen Michigan Quality Income Municipal Fund,14.16,294929959.9,n/a,n/a
TNDM,"Tandem Diabetes Care, Inc.",9.75,295241349,Health Care,Medical/Dental Instruments
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",8.19,295458279.5,n/a,n/a
AUMA,AR Capital Acquisition Corp.,9.85,295500000,Finance,Business Services
LDR,"Landauer, Inc.",30.94,296459128.4,Capital Goods,Industrial Machinery/Components
PHIIK,"PHI, Inc.",19.06,297020823.8,Transportation,Transportation Services
BMRC,Bank of Marin Bancorp,48.92,297353518,Finance,Major Banks
MFM,MFS Municipal Income Trust,7.22,297374695.8,n/a,n/a
TNGO,"Tangoe, Inc.",7.55,297702691,Technology,Computer Software: Prepackaged Software
HMPR,Hampton Roads Bankshares Inc,1.75,299170340,Finance,Major Banks
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",11,299300628,n/a,n/a
OFG,OFG Bancorp,6.83,299617818.5,Finance,Major Banks
CTCM,"CTC Media, Inc.",1.92,299719399.7,Consumer Services,Broadcasting
MY,China Ming Yang Wind Power Group Limited,2.4,300180813.6,Energy,Industrial Machinery/Components
MTT,Western Asset Municipal Defined Opportunity Trust Inc,24.88,300195312.6,n/a,n/a
AAOI,"Applied Optoelectronics, Inc.",17.65,301031287.1,Technology,Semiconductors
GNBC,"Green Bancorp, Inc.",8.2,301175889.4,Finance,Major Banks
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",25.21,302251790.8,n/a,n/a
OCFC,OceanFirst Financial Corp.,17.5,302400997.5,Finance,Savings Institutions
PERY,Perry Ellis International Inc.,19.25,302669463.3,Consumer Non-Durables,Apparel
FENG,Phoenix New Media Limited,4.25,303118610.5,Consumer Services,Broadcasting
ACRE,Ares Commercial Real Estate Corporation,10.61,303548386.5,Consumer Services,Real Estate Investment Trusts
CECO,Career Education Corporation,4.46,303719938.9,Consumer Services,Other Consumer Services
RMTI,"Rockwell Medical, Inc.",5.9,304008574.3,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NMIH,NMI Holdings Inc,5.18,304724735.4,Finance,Property-Casualty Insurers
INFI,"Infinity Pharmaceuticals, Inc.",6.18,304919018.5,Health Care,Major Pharmaceuticals
COHU,"Cohu, Inc.",11.62,305018469.6,Capital Goods,Electrical Products
PKO,Pimco Income Opportunity Fund,20.44,305189088.1,n/a,n/a
PHX,Panhandle Royalty Company,18.44,305705898.8,Energy,Oil & Gas Production
CPXX,Celator Pharmaceuticals Inc.,8.85,305727887.4,Health Care,Major Pharmaceuticals
BGT,Blackrock Global,12.93,305910326.9,n/a,n/a
BUI,BlackRock Utility and Infrastructure Trust,18.1,306016048.4,n/a,n/a
MGIC,Magic Software Enterprises Ltd.,6.93,306127323.8,Technology,Computer Software: Prepackaged Software
SODA,SodaStream International Ltd.,14.57,306529896,Consumer Durables,Consumer Electronics/Appliances
LL,"Lumber Liquidators Holdings, Inc",11.33,306912251.8,Consumer Services,RETAIL: Building Materials
CMCO,Columbus McKinnon Corporation,15.28,307239100.9,Capital Goods,Construction/Ag Equipment/Trucks
PCBK,Pacific Continental Corporation (Ore),15.72,307996961,Finance,Major Banks
MOFG,"MidWestOne Financial Group, Inc.",27.02,308704445.7,Finance,Major Banks
SOR,"Source Capital, Inc.",35.68,308818963.2,n/a,n/a
PKE,Park Electrochemical Corporation,15.25,308865432.8,Technology,Electrical Products
KRNT,Kornit Digital Ltd.,10.38,308981096.7,Capital Goods,Industrial Machinery/Components
CSII,"Cardiovascular Systems, Inc.",9.45,308987831.3,Health Care,Medical/Dental Instruments
PFLT,PennantPark Floating Rate Capital Ltd.,11.6,310068858.4,n/a,n/a
AVK,Advent Claymore Convertible Securities and Income Fund,13.17,310560136.9,n/a,n/a
MHI,Pioneer Municipal High Income Trust,13.66,310609002.8,n/a,n/a
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.8,310775199.6,n/a,n/a
AI,Arlington Asset Investment Corp,13.53,310879283.6,Finance,Finance/Investors Services
CFI,"Culp, Inc.",25.4,311162420.6,Basic Industries,Textiles
CGG,CGG,0.8698,311207547.7,Energy,Oil & Gas Production
OKSB,"Southwest Bancorp, Inc.",16,311253536,Finance,Major Banks
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.4568,311536793.6,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,47.5775,311632720.2,n/a,n/a
EXTR,"Extreme Networks, Inc.",3.02,312024464.2,Technology,Computer Communications Equipment
CLDX,"Celldex Therapeutics, Inc.",3.17,312890044.3,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IBCP,Independent Bank Corporation,14.66,313160968,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",56.38,313679658.2,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NSTG,"NanoString Technologies, Inc.",15.98,313832418.5,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",14,314540282,n/a,n/a
ACLS,"Axcelis Technologies, Inc.",2.71,314772627.3,Technology,Industrial Machinery/Components
TWI,"Titan International, Inc.",5.84,315109814.4,Basic Industries,Steel/Iron Ore
ATAX,"America First Multifamily Investors, L.P.",5.23,315122813.4,Finance,Finance: Consumer Services
RGNX,REGENXBIO Inc.,11.97,315153150.5,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VPV,Invesco Pennsylvania Value Municipal Income Trust,13.25,315741458,n/a,n/a
XCRA,Xcerra Corporation,5.9,315755509.7,Capital Goods,Electrical Products
NMY,Nuveen Maryland Premium Income Municipal Fund,13.12,316253217.9,n/a,n/a
AGEN,Agenus Inc.,3.74,316576844.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.89,316800652.5,n/a,n/a
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,13.91,316916676.7,n/a,n/a
NNBR,"NN, Inc.",11.81,316960783.6,Capital Goods,Metal Fabrications
VNDA,Vanda Pharmaceuticals Inc.,7.36,317237763.5,Health Care,Major Pharmaceuticals
PPH,Market Vectors Pharmaceutical ETF,56.41,318047364.6,n/a,n/a
COLL,"Collegium Pharmaceutical, Inc.",15.39,318402386.5,Health Care,Major Pharmaceuticals
LIOX,"Lionbridge Technologies, Inc.",4.97,318941211.5,Miscellaneous,Business Services
QADB,QAD Inc.,17,319089388,Technology,Computer Software: Prepackaged Software
YRCW,"YRC Worldwide, Inc.",9.79,319269512.2,Transportation,Trucking Freight/Courier Services
HTBK,Heritage Commerce Corp,9.95,319612755.8,Finance,Major Banks
MAV,Pioneer Municipal High Income Advantage Trust,13.48,319791189.4,n/a,n/a
CHSCO,CHS Inc,28.43,321804145.3,Consumer Services,Farming/Seeds/Milling
ACRS,"Aclaris Therapeutics, Inc.",15.99,322318473,Health Care,Major Pharmaceuticals
GOGL,Golden Ocean Group Limited,0.625,322724773.1,Consumer Services,Marine Transportation
COB,CommunityOne Bancorp,13.29,322841357.8,Finance,Major Banks
LPSN,"LivePerson, Inc.",5.64,323220442,Technology,Computer Software: Prepackaged Software
ESPR,"Esperion Therapeutics, Inc.",14.38,324131901.1,Health Care,Major Pharmaceuticals
WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,11.1301,324473801.9,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,42.48,324972085,n/a,n/a
RT,"Ruby Tuesday, Inc.",5.24,325130220.5,Consumer Services,Restaurants
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.86,325170899,n/a,n/a
ACBI,"Atlantic Capital Bancshares, Inc.",13.37,325411694.7,Finance,Major Banks
AHH,"Armada Hoffler Properties, Inc.",10.85,326328495.2,Finance,Real Estate
BKK,Blackrock Municipal 2020 Term Trust,16.1347,326511921.8,n/a,n/a
CSLT,"Castlight Health, inc.",3.38,326712990.2,Technology,EDP Services
SPKE,"Spark Energy, Inc.",23.75,328870833.8,Public Utilities,Power Generation
